Ticker,Sector Code,Sector,IDX Sector,Sector Index,Subsector,Industry,Subindustry,Company Name,Source
GTSI,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,PT GTS Internasional Tbk,IDX Live
GULA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Aman Agrindo Tbk,IDX Live
GUNA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Gunanusa Eramandiri Tbk,IDX Live
GWSA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Greenwood Sejahtera Tbk,IDX Live
GZCO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Gozco Plantations Tbk,IDX Live
HADE,J,Infrastructures,Infrastruktur,IDXINFRA,Utilitas,Utilitas Gas,Utilitas Gas,PT Himalaya Energi Perkasa Tbk,IDX Live
HAIS,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Hasnur Internasional Shipping Tbk,IDX Live
HAJJ,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,PT Arsy Buana Travelindo Tbk,IDX Live
HALO,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,PT Haloni Jane Tbk,IDX Live
HATM,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Habco Trans Maritima Tbk,IDX Live
HBAT,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Minahasa Membangun Hebat Tbk,IDX Live
HDFA,G,Financials,Keuangan,IDXFINANCE,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Radana Bhaskara Finance Tbk,IDX Live
HDIT,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT Hensel Davest Indonesia Tbk,IDX Live
HEAL,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,PT Medikaloka Hermina Tbk.,IDX Live
HELI,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,PT Jaya Trishindo Tbk,IDX Live
HERO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,PT DFI Retail Nusantara Tbk,IDX Live
HEXA,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Hexindo Adiperkasa Tbk,IDX Live
HGII,J,Infrastructures,Infrastruktur,IDXINFRA,Utilitas,Utilitas Listrik,Utilitas Listrik,PT Hero Global Investment Tbk,IDX Live
HILL,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",PT Hillcon Tbk,IDX Live
HITS,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Humpuss Intermoda Transportasi Tbk,IDX Live
HKMU,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Alumunium,PT HK Metals Utama Tbk,IDX Live
HMSP,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Rokok,Rokok,Rokok,HM Sampoerna Tbk,IDX Live
HOKI,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Buyung Poetra Sembada Tbk.,IDX Live
HOME,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Hotel Mandarine Regency Tbk,IDX Live
HOMI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Grand House Mulia Tbk,IDX Live
HOPE,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,PT Harapan Duta Pertiwi Tbk.,IDX Live
HOTL,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Saraswati Griya Lestari Tbk,IDX Live
HRME,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Menteng Heritage Realty Tbk.,IDX Live
HRTA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",PT Hartadinata Abadi Tbk,IDX Live
HRUM,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Harum Energy Tbk,IDX Live
HUMI,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,PT Humpuss Maritim Internasional Tbk,IDX Live
HYGN,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Jasa Pengelolaan Lingkungan & Sarana,PT Ecocare Indo Pasifik Tbk.,IDX Live
IATA,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,PT Karya Pacific Energy Tbk,IDX Live
IBFN,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,PT Intan Baru Prana Tbk,IDX Live
IBOS,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Indo Boga Sukses Tbk,IDX Live
IBST,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Inti Bangun Sejahtera Tbk,IDX Live
ICBP,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Indofood CBP Sukses Makmur Tbk,IDX Live
ICON,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Jasa Pendukung Bisnis,Island Concepts Indonesia Tbk,IDX Live
IDEA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pendidikan & Jasa Penunjang,Jasa Pendidikan,PT Idea Indonesia Akademi Tbk,IDX Live
IDPR,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Indonesia Pondasi Raya Tbk.,IDX Live
IFII,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Kayu,PT Indonesia Fibreboard Industry Tbk,IDX Live
IFSH,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,PT Ifishdeco Tbk.,IDX Live
IGAR,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Champion Pacific Indonesia Tbk,IDX Live
IIKP,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Inti Agri Resources Tbk,IDX Live
IKAI,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Intikeramik Alamasri Industri Tbk,IDX Live
IKAN,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Era Mandiri Cemerlang Tbk,IDX Live
IKBI,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Sumi Indo Kabel Tbk,IDX Live
IKPM,F,Healthcare,Kesehatan,IDXHEALTH,Farmasi & Riset Kesehatan,Farmasi,Farmasi,PT Ikapharmindo Putramas Tbk.,IDX Live
IMAS,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Otomotif,Indomobil Sukses Internasional Tbk,IDX Live
IMJS,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan,PT Indomobil Multi Jasa Tbk.,IDX Live
IMPC,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,PT Impack Pratama Industri Tbk,IDX Live
INAF,F,Healthcare,Kesehatan,IDXHEALTH,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Indofarma Tbk.,IDX Live
INAI,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Alumunium,Indal Aluminium Industry Tbk,IDX Live
INCF,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Produk Hutan Lainnya,PT Indo Komoditi Korpora Tbk,IDX Live
INCI,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,Intanwijaya Internasional Tbk,IDX Live
INCO,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Vale Indonesia Tbk,IDX Live
INDF,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Indofood Sukses Makmur Tbk,IDX Live
INDO,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Jasa Real Estat,PT Royalindo Investa Wijaya Tbk,IDX Live
INDR,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,PT Indo-Rama Synthetics Tbk,IDX Live
INDS,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Indospring Tbk,IDX Live
INDX,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Profesional,Jasa Penelitian & Konsultasi,Tanah Laut Tbk,IDX Live
INDY,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Indika Energy Tbk,IDX Live
INET,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,PT Sinergi Inti Andalan Prima Tbk.,IDX Live
INKP,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Kertas,Indah Kiat Pulp & Paper Tbk,IDX Live
INOV,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,PT Inocycle Technology Group Tbk.,IDX Live
INPC,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,Bank Artha Graha Internasional Tbk,IDX Live
INPP,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Indonesian Paradise Property Tbk,IDX Live
INPS,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,PT Indah Prakasa Sentosa Tbk.,IDX Live
INRU,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Kertas,Toba Pulp Lestari Tbk,IDX Live
INTA,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Intraco Penta Tbk,IDX Live
INTD,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Kertas,Inter-Delta Tbk,IDX Live
INTP,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Material Konstruksi,Material Konstruksi,Indocement Tunggal Prakarsa Tbk,IDX Live
IOTF,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,"Perangkat, Instrumen & Komponen Elektronik",Perangkat & Instrumen Elektronik,PT Sumber Sinergi Makmur Tbk,IDX Live
IPAC,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Era Graharealty Tbk,IDX Live
IPCC,J,Infrastructures,Infrastruktur,IDXINFRA,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Pelabuhan,PT Indonesia Kendaraan Terminal Tbk.,IDX Live
IPCM,J,Infrastructures,Infrastruktur,IDXINFRA,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Pelabuhan,PT Jasa Armada Indonesia Tbk.,IDX Live
IPOL,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Indopoly Swakarsa Industry Tbk,IDX Live
IPPE,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Indo Pureco Pratama Tbk,IDX Live
IPTV,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Media & Hiburan,Media,Penyiaran Berbayar,PT MNC Vision Networks Tbk.,IDX Live
IRRA,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,PT Itama Ranoraya Tbk.,IDX Live
IRSX,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak,PT Folago Global Nusantara Tbk,IDX Live
ISAP,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,PT Isra Presisi Indonesia Tbk,IDX Live
ISAT,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,PT Indosat Tbk,IDX Live
ISEA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Indo American Seafoods Tbk,IDX Live
ISSP,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Baja & Besi,PT Steel Pipe Industry of Indonesia Tbk,IDX Live
ITIC,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Rokok,Rokok,Rokok,PT Indonesian Tobacco Tbk.,IDX Live
ITMA,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",SUMBER ENERGI ANDALAN Tbk,IDX Live
ITMG,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Indo Tambangraya Megah Tbk,IDX Live
JARR,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT Jhonlin Agro Raya Tbk,IDX Live
JAST,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,PT Jasnita Telekomindo Tbk. ,IDX Live
JATI,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT Informasi Teknologi Indonesia Tbk.,IDX Live
JAWA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Jaya Agra Wattie Tbk,IDX Live
JAYA,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Armada Berjaya Trans Tbk.,IDX Live
JECC,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Jembo Cable Company Tbk,IDX Live
JECX,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,PT Nitrasanata Dharma Tbk,IDX Live
JELI,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Niramas Utama Tbk,IDX Live
JGLE,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Graha Andrasentra Propertindo Tbk.,IDX Live
JIHD,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Jakarta International Hotels & Development Tbk,IDX Live
JKON,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Jaya Konstruksi Manggala Pratama Tbk,IDX Live
JMAS,G,Financials,Keuangan,IDXFINANCE,Asuransi,Asuransi,Asuransi Jiwa,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,IDX Live
JPFA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",JAPFA Comfeed Indonesia Tbk,IDX Live
JRPT,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Jaya Real Property Tbk,IDX Live
JSKY,A,Energy,Energi,IDXENERGY,Energi Alternatif,Peralatan Energi Alternatif,Peralatan Energi Alternatif,PT Sky Energy Indonesia Tbk.,IDX Live
JSMR,J,Infrastructures,Infrastruktur,IDXINFRA,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel,PT Jasa Marga Tbk,IDX Live
JSPT,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Jakarta Setiabudi Internasional Tbk,IDX Live
JTPE,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Percetakan Komersial,Jasuindo Tiga Perkasa Tbk,IDX Live
KAEF,F,Healthcare,Kesehatan,IDXHEALTH,Farmasi & Riset Kesehatan,Farmasi,Farmasi,PT Kimia Farma (Persero) Tbk,IDX Live
KAQI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,PT Jantra Grupo Indonesia Tbk,IDX Live
KARW,J,Infrastructures,Infrastruktur,IDXINFRA,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Pelabuhan,Meratus Jasa Prima Tbk,IDX Live
KAYU,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Kayu,PT Darmi Bersaudara Tbk.,IDX Live
KBAG,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Karya Bersama Anugerah Tbk,IDX Live
KBLI,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,KMI Wire and Cable Tbk,IDX Live
KBLM,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Kabelindo Murni Tbk,IDX Live
KBLV,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,First Media Tbk,IDX Live
KBRI,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Kertas,Kertas Basuki Rachmat Indonesia Tbk,IDX Live
KDSI,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Kedawung Setia Industrial Tbk,IDX Live
KDTN,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT Puri Sentul Permai Tbk,IDX Live
KEEN,J,Infrastructures,Infrastruktur,IDXINFRA,Utilitas,Utilitas Listrik,Utilitas Listrik,PT Kencana Energi Lestari Tbk. ,IDX Live
KEJU,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,PT Mulia Boga Raya Tbk,IDX Live
KETR,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,PT Ketrosden Triasmitra Tbk,IDX Live
KIAS,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Keramika Indonesia Assosiasi Tbk,IDX Live
KICI,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga,Kedaung Indah Can Tbk,IDX Live
KIJA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Kawasan Industri Jababeka Tbk,IDX Live
KING,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Profesional,Jasa Personalia,PT Hoffmen Cleanindo Tbk,IDX Live
KINO,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,PT Kino Indonesia Tbk,IDX Live
KIOS,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT Kioson Komersial Indonesia Tbk.,IDX Live
KJEN,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Krida Jaringan Nusantara Tbk.,IDX Live
KKES,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Dasar,PT Kusuma Kemindo Sentosa Tbk,IDX Live
KKGI,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Resource Alam Indonesia Tbk,IDX Live
KLAS,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,PT Pelayaran Kurnia Lautan Semesta Tbk,IDX Live
KLBF,F,Healthcare,Kesehatan,IDXHEALTH,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Kalbe Farma Tbk,IDX Live
KLIN,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Barang Rumah Tangga,PT Klinko Karya Imaji Tbk,IDX Live
KMDS,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Makanan,PT Kurniamitra Duta Sentosa Tbk.,IDX Live
KMTR,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Perhutanan & Kertas,Produk Hutan Lainnya,PT Kirana Megatara Tbk.,IDX Live
KOBX,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Kobexindo Tractors Tbk,IDX Live
KOCI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Kokoh Exa Nusantara,IDX Live
KOIN,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Kokoh Inti Arebama Tbk,IDX Live
KOKA,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Koka Indonesia Tbk.,IDX Live
KONI,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Perdana Bangun Pusaka Tbk,IDX Live
KOPI,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,PT Mitra Energi Persada Tbk,IDX Live
KOTA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT DMS Propertindo Tbk.,IDX Live
KPIG,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",MNC Tourism Indonesia Tbk,IDX Live
KRAS,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Baja & Besi,Krakatau Steel (Persero) Tbk,IDX Live
KREN,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT Quantum Clovera Investama Tbk.,IDX Live
KRYA,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Bangun Karya Perkasa Jaya Tbk,IDX Live
KSIX,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Kentanix Supra International Tbk,IDX Live
KUAS,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,PT Ace Oldfields Tbk,IDX Live
LABA,C,Industrials,Perindustrian,IDXINDUST,Barang Perindustrian,Mesin,Mesin & Komponen Perindustrian,PT Green Power Group Tbk,IDX Live
LABS,F,Healthcare,Kesehatan,IDXHEALTH,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,PT UBC Medical Indonesia Tbk,IDX Live
